first,second
s_box,[0.0 18.0; 0.0 0.0; 20.0 20.0; 14.0 14.0; 0.0 0.0; 23.0 0.0; 0.0 0.0; 26.0 18.0; 33.0 26.0; 15.0 23.0; 15.0 20.0; 15.0 20.0; 13.0 19.0; 15.0 15.0; 12.0 12.0; 8.0 8.0; 7.0 7.0; 12.0 12.0; 14.0 13.0; 13.0 11.0]
x_pb,"[33.0, 59.0, -0.0, -0.0]"
s_bb,[34.0 -0.0; 0.0 -0.0; 20.0 -0.0; 14.0 -0.0; 0.0 -0.0; 7.0 -0.0; 0.0 -0.0; 26.0 -0.0; 33.0 -0.0; 23.0 -0.0; 21.0 -0.0; 21.0 -0.0; 19.0 -0.0; 15.0 -0.0; 12.0 -0.0; 8.0 -0.0; 7.0 -0.0; 12.0 -0.0; 14.0 -0.0; 16.0 -0.0]
partition_bb,"[[[34.0, 28.0, 16.0, 10.0, 4.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 4.0, 9.0, 10.0, 17.0, 33.0, 8.0, 7.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 12.0, 13.0, 19.0, 15.0, 12.0, 8.0, 7.0, 2.0, 2.0, 0.0], [3.0, 0.0, 12.0, 6.0, 0.0, 0.0, 1.0, 8.0, 0.0, 0.0, 3.0, 1.0, 0.0, 4.0, 4.0, 6.0, 7.0, 7.0, 14.0, 16.0], [0.0, 0.0, 7.0, 13.0, 19.0, 14.0, 13.0, 6.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 20.0, 19.0, 13.0, 9.0, 6.0, 2.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 6.0, 12.0, 18.0, 19.0, 24.0, 17.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 4.0, 7.0, 13.0, 18.0, 19.0, 26.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 11.0, 13.0, 15.0, 9.0, 5.0, 2.0, 6.0, 7.0, 12.0, 5.0, 3.0], [27.0, 33.0, 17.0, 11.0, 5.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 9.0, 12.0, 18.0, 23.0, 18.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [2.0, 4.0, 20.0, 14.0, 8.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 7.0, 10.0, 8.0, 7.0, 3.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.0, 19.0, 21.0, 15.0, 11.0, 8.0, 4.0, 3.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.0, 21.0, 19.0, 14.0, 10.0, 7.0, 3.0, 2.0, 0.0, 0.0, 0.0]], Vector{Float64}[]]"
y_box,[26.0 21.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 19.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0;;; 16.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 14.0 14.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
evol_bb,"[[478.544, 3.603919645005062e7]]"
y_bb,[0.0 33.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 19.0 16.0 24.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0]
evol_box,"[[0.444, 0.0], [2.223, 359261.2786716219], [2.318, 359261.2786716219], [2.355, 5.1329511287277285e6], [2.463, 9.548110985092087e6], [2.573, 1.0621691885969702e7], [2.701, 1.0621691885969702e7], [2.791, 1.2650593383456104e7], [3.003, 1.5037096504193474e7], [3.284, 1.6469130527722908e7], [3.519, 1.8497514977624666e7], [3.768, 1.8736255402003355e7], [3.99, 1.8975035051200017e7], [4.261, 2.0048824102202997e7], [4.62, 2.0764859172575805e7], [5.157, 2.1242138813417103e7], [5.576, 2.1600237178454164e7], [5.979, 2.207747151256176e7], [6.452, 2.2316182769371696e7], [6.867, 2.2674185117322188e7], [7.349, 2.291282713846024e7], [8.059, 2.315143228367692e7], [8.609, 2.3270940152284484e7], [9.444, 2.3509447756409917e7], [10.118, 2.3509585230201807e7], [10.909, 2.3748137094780024e7], [11.759, 2.4106084106256045e7], [13.084, 2.4106183334638495e7], [14.265, 2.446407851962027e7], [15.633, 2.4464118982809074e7], [18.839, 2.4941440161840167e7], [21.137, 2.518006730374405e7], [22.55, 2.529941481747015e7], [24.332, 2.553809637985524e7], [26.395, 2.5776793620408613e7], [29.737, 2.613470742047768e7], [33.738, 2.6134763504898038e7], [35.04, 2.6134788033772845e7], [36.23, 2.625407357433235e7], [39.023, 2.6492701783909813e7], [41.528, 2.6612047048622668e7], [44.206, 2.6731390519744076e7], [47.18, 2.6731416800184615e7], [49.303, 2.6850714395212304e7], [56.744, 2.6850753868575715e7], [59.736, 2.685078351038847e7], [65.48, 2.6970043778455924e7], [68.278, 2.697008752288298e7], [72.673, 2.7208740716615178e7], [78.549, 2.7328050145766698e7], [81.861, 2.7328074155791678e7], [88.249, 2.74473536028132e7], [91.599, 2.7447398248750255e7], [101.211, 2.7447401705017086e7], [109.514, 2.7566711994082324e7], [116.04, 2.7566737098034494e7], [120.281, 2.756677178076775e7], [125.03, 2.7686035228787187e7], [128.986, 2.7805434723010574e7], [136.949, 2.792467942235215e7], [143.036, 2.79247329713969e7], [148.272, 2.8163373381135333e7], [154.463, 2.8282685780806728e7], [159.555, 2.8282718144806366e7], [166.977, 2.8402019251928136e7], [175.909, 2.8402047040354557e7], [187.102, 2.840205502603552e7], [195.511, 2.8402057293898027e7], [203.08, 2.8402062784383383e7], [208.831, 2.8521341312941805e7], [221.871, 2.8760011665292367e7], [231.876, 2.876003073674239e7], [247.638, 2.8879330720545117e7], [252.703, 2.8879352128099736e7], [258.205, 2.8879368814384025e7], [267.994, 2.8998662191666525e7], [275.011, 2.8998662191666525e7], [281.588, 2.8998701316296805e7], [296.489, 2.9117993662787937e7], [307.801, 2.9118035962346695e7], [316.409, 2.9118038535819717e7], [334.531, 2.911804027662816e7], [348.032, 2.923732513390935e7], [354.34, 2.9237335683709264e7], [366.065, 2.9237341683709264e7], [378.372, 2.923736546316689e7], [403.364, 2.9237375323885396e7], [421.386, 2.947598807615217e7], [436.57, 2.9476016844498627e7], [482.302, 2.9476040667921975e7], [512.925, 2.9476042511014596e7], [546.102, 2.9476068970185712e7], [571.973, 2.959535917367573e7], [597.639, 2.9714647286257494e7], [614.77, 2.971464728625749e7], [635.862, 2.971464728625749e7], [656.801, 2.971467196998866e7], [698.302, 2.971468086716026e7], [713.936, 2.9714684111890797e7], [741.991, 2.9714727810841333e7], [822.151, 2.9833978757378902e7], [840.208, 2.9833978757378902e7], [867.546, 2.98339787573789e7], [890.622, 2.9833989159172654e7], [925.088, 2.9833993039316308e7], [956.916, 2.9834003441110067e7], [967.228, 2.9834007257862855e7], [989.146, 2.9834015583012205e7], [1020.18, 2.983401544908095e7], [1049.193, 2.9834022799348794e7], [1073.553, 2.983403845994799e7], [1105.89, 2.995331022850031e7], [1141.265, 2.995333051043772e7], [1164.411, 2.995335087868841e7], [1197.766, 2.99533562704702e7], [1263.395, 2.9953396533539694e7], [1422.087, 3.0072641699621726e7], [1461.712, 3.0191956231170267e7], [1529.569, 3.0191974632964015e7], [1563.962, 3.0192009481275596e7], [1613.659, 3.0192053695326976e7], [1694.618, 3.031128770229168e7], [1744.346, 3.0311287702291675e7], [1856.137, 3.0311313984229084e7], [1920.806, 3.0311324454264995e7], [1940.708, 3.0311326454265e7], [1987.743, 3.03113356870423e7], [2020.137, 3.0311354464289974e7], [2090.013, 3.0311355153870348e7], [2110.802, 3.0311357067758184e7], [2166.731, 3.0430619173413083e7], [2210.212, 3.043062317341308e7], [2283.687, 3.043064118748799e7], [2340.879, 3.0430648731526986e7], [2403.397, 3.0430666756369952e7], [2471.108, 3.0430670393925447e7], [2589.848, 3.0430680154955845e7], [2643.356, 3.0430682154955845e7], [2689.544, 3.0430685565063585e7], [2768.072, 3.0430687565063585e7], [2855.09, 3.043069054784838e7], [2907.183, 3.04306904054473e7], [2961.95, 3.05499506445345e7], [3084.813, 3.054995064453449e7], [3307.411, 3.05499506445345e7], [3361.737, 3.054995064453449e7], [3533.218, 3.0549962778465744e7], [3562.117, 3.0549970524678145e7], [3600.007, 3.054997939650782e7]]"
y_pb,[[-0.0 33.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 19.0 16.0 24.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]]
x_bb,"[33.0, 59.0, 0.0, 0.0]"
