first,second
y_bb,[30881.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0; -0.0 -0.0 33379.0 -0.0 0.0 0.0 -0.0 0.0 0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 7451.0 -0.0 -0.0 7451.0 -0.0 5482.0 -0.0 3798.0 -0.0; -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 9200.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0]
evol_box,"[[0.467, 0.0], [1.12, 100137.0], [1.22, 2.6202515e6], [1.258, 2.6202515e6], [1.299, 2.6202515e6], [1.316, 2.6202515e6], [1.334, 2.6202515e6], [1.385, 2.6202515e6], [1.426, 2.6202515e6], [1.472, 2.6202515e6], [1.523, 2.6202515e6], [1.64, 2.6202515e6], [1.755, 2.6202515e6], [1.937, 2.6202515e6], [2.1, 2.6202515e6], [2.349, 2.6352725e6], [2.706, 2.6352725e6], [3.539, 2.752681e6], [3.925, 2.8902265e6], [4.47, 3.1468638000000003e6], [5.606, 3.2045312e6], [6.903, 1.5977041720000002e8], [9.518, 1.599770303e8], [10.684, 1.6087967399999973e8], [16.601, 5.750401121e8], [19.839, 5.749334074e8], [23.518, 5.749334074e8], [32.007, 5.759641046e8], [35.21, 5.759641046e8], [42.027, 5.767401094999999e8], [47.69, 5.77611679e8], [56.593, 5.7783252e8], [67.583, 8.008128237e8], [91.642, 8.015135267e8], [101.083, 8.02017828e8], [176.661, 1.0243383033e9], [216.801, 1.1504486533e9], [273.175, 1.2702805165e9], [322.764, 1.8551175456e9], [410.354, 1.8563708895e9], [473.013, 1.8742646201e9], [552.507, 2.0801760758e9], [696.358, 2.2886311985e9], [924.945, 2.3038998969e9], [1380.691, 2.4614614179e9], [1884.114, 2.6856865497e9], [2484.851, 2.6990475169e9], [4146.907, 2.7195261002e9], [6481.852, 2.7201628237e9], [7200.7, 2.7203087483e9]]"
y_pb,[[33379.0 1663.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 16690.0 -0.0 9321.0 3207.0 -0.0 -0.0 -0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 16690.0 18352.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 16690.0 -0.0 9321.0 3207.0 -0.0 -0.0 -0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 16690.0 16690.0 -0.0 1662.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 29218.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 17521.0 17521.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 17521.0 -0.0 7638.0 4059.0 -0.0 -0.0 -0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 17991.0 17051.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 17991.0 -0.0 9321.0 1906.0 -0.0 -0.0 -0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 17140.0 17140.0 -0.0 762.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 17140.0 -0.0 6272.999999999999 5482.0 -0.0 -0.0 323.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 16690.0 16690.0 -0.0 1662.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 16690.0 -0.0 9321.0 3207.0 -0.0 -0.0 -0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 16906.0 16906.0 -0.0 1230.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 16906.0 -0.0 5433.999999999999 4056.0 -0.0 -0.0 2822.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 16850.0 16850.0 -0.0 1342.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 16850.0 -0.0 5235.0 3718.0 -0.0 142.0 3273.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0]]
s_box,[0.0 0.0 0.0 0.0 4483.0; 0.0 0.0 3475.0 0.0 0.0; 1789.0 0.0 0.0 0.0 0.0; 2568.0 0.0 7451.0 0.0 0.0; 7451.0 9321.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0; 0.0 2496.0 0.0 11819.0 7249.0; 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0]
x_pb,"[35042.0, -0.0, 29218.0, -0.0]"
s_bb,[2498.0 -0.0 -0.0 -0.0 -0.0; 33379.0 -0.0 -0.0 -0.0 -0.0; 0.0 -0.0 -0.0 -0.0 -0.0; 7451.0 -0.0 -0.0 -0.0 -0.0; 9321.0 -0.0 -0.0 -0.0 -0.0; 5482.0 -0.0 -0.0 -0.0 -0.0; 33379.0 -0.0 -0.0 -0.0 -0.0; 3798.0 -0.0 -0.0 -0.0 -0.0; 3273.0 -0.0 -0.0 -0.0 -0.0]
x_bb,"[30881.0, -0.0, 33379.0, -0.0]"
x_box,"[21560.0, 0.0, 42700.0, 0.0]"
partition_bb,"[[[33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33379.0, 0.0, 0.0], [0.0, 0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [9321.0, 11467.0, 0.0, 0.0, 9321.0, 0.0, 0.0, 0.0, 3273.0], [14902.0, 0.0, 0.0, 7451.0, 0.0, 0.0, 7451.0, 3577.0, 0.0], [18619.0, 0.0, 5482.0, 0.0, 0.0, 5482.0, 0.0, 3798.0, 0.0]], [[7451.0, 0.0, 0.0, 7451.0, 9200.0, 5482.0, 0.0, 3798.0, 0.0]], Vector{Float64}[], Vector{Float64}[], Vector{Float64}[]]"
evol_zeta,"[[0.919, 33379.0], [1.214, 33379.0], [1.251, 33379.0], [1.289, 33379.0], [1.306, 16689.5], [1.322, 16689.5], [1.366, 16689.5], [1.395, 16689.5], [1.433, 16689.5], [1.504, 9594.5], [1.538, 9320.010700000013], [1.649, 11126.333333333332], [1.767, 11126.0], [1.951, 11126.333333333334], [2.111, 9320.010700000013], [2.36, 11126.333333333343], [2.726, 9320.010700000028], [3.549, 10105.0], [3.941, 9320.010700000013], [4.497, 9320.010700000028], [5.682, 9320.010700000028], [6.947, 8344.75], [9.545, 9320.0], [10.705, 8344.749998586565], [16.678, 8344.5], [19.89, 8344.5], [23.568, 8344.5], [32.037, 9320.010700000028], [35.268, 8344.5], [42.056, 8344.5], [47.719, 9320.0], [56.654, 8344.5], [67.614, 8019.333333333334], [91.667, 8344.5], [101.105, 8344.5], [176.689, 8344.5], [216.824, 8344.5], [273.2, 7450.342899999989], [322.788, 8019.333333333333], [410.392, 7928.0], [473.036, 8019.333333333333], [552.529, 7450.342899999989], [696.387, 7450.342899999989], [924.99, 7450.342899999989], [1380.729, 7450.342900000003], [1884.139, 7450.342899999989], [2484.879, 7450.342899999989], [4146.955, 7417.333334075171], [6481.884, 7417.333334075171], [7200.728, 0.0]]"
