first,second
y_bb,[6621.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 33379.0 -0.0 0.0 0.0 -0.0 0.0 0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 6621.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 -0.0; -0.0 -0.0 9321.0 -0.0 9321.0 -0.0 8118.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0]
evol_box,"[[0.412, 0.0], [1.019, 100137.0], [1.121, 2.6202515e6], [1.144, 2.764364e6], [1.212, 6.1543899041e9], [1.298, 6.1543925525e9], [1.417, 6.1543899041e9], [1.567, 6.154654951e9], [1.728, 6.154654951e9], [1.798, 6.1550673065e9], [1.937, 6.1550673065e9], [2.122, 6.155091564400001e9], [2.245, 8.2982225525e9], [2.408, 8.2982225525e9], [2.827, 8.298423744200001e9], [3.048, 9.0510826484e9], [3.275, 9.0510826484e9], [3.575, 9.0510826484e9], [4.12, 9.051319324e9], [4.449, 9.051507599e9], [4.771, 9.9930899041e9], [5.143, 9.9930899041e9], [5.517, 9.9936738214e9], [6.416, 1.02175699041e10], [7.08, 1.02176224755e10], [7.929, 1.02176224755e10], [9.184, 1.02176351375e10], [10.292, 1.0218064951e10], [11.322, 1.04448099041e10], [12.196, 1.08576998242e10], [13.924, 1.13094283511e10], [16.124, 1.16104499041e10], [17.609, 1.19124399041e10], [19.723, 1.19124399041e10], [21.56, 1.19124399041e10], [23.28, 1.20622202135e10], [26.963, 1.21369199041e10], [30.131, 1.21369724755e10], [32.489, 1.21369724755e10], [35.405, 1.2580394951e10], [39.165, 1.29087999041e10], [42.921, 1.3220484951e10], [45.876, 1.33417102135e10], [48.518, 1.36080188257e10], [53.167, 1.38315599041e10], [57.851, 1.40376399041e10], [61.32, 1.41512954222e10], [65.34, 1.44905125525e10], [71.431, 1.4490554275e10], [80.219, 1.4585077599e10], [87.435, 1.45942574265e10], [92.142, 1.4772766633300001e10], [97.45, 1.48010624755e10], [103.158, 1.48978406981e10], [111.334, 1.49010599041e10], [119.062, 1.50432174265e10], [132.311, 1.50431999041e10], [139.883, 1.50726791702e10], [150.449, 1.52055806981e10], [159.306, 1.52219492682e10], [172.187, 1.52782991702e10], [182.879, 1.52782991702e10], [198.434, 1.53031535957e10], [210.039, 1.53640499041e10], [225.929, 1.55446531757e10], [243.65, 1.5563504691e10], [259.975, 1.56002599041e10], [276.79, 1.56228292582e10], [301.316, 1.57139003365e10], [322.189, 1.57424025525e10], [341.019, 1.57509099041e10], [363.787, 1.57557588257e10], [384.075, 1.57605699041e10], [404.833, 1.57605699041e10], [439.042, 1.57606224755e10], [460.65, 1.58576299041e10], [499.407, 1.58643524755e10], [527.04, 1.58645500745e10], [558.901, 1.58726149052e10], [583.172, 1.5875415986e10], [612.196, 1.58884963627e10], [654.093, 1.59330699041e10], [692.31, 1.59563025525e10], [722.845, 1.59641926484e10], [759.707, 1.59850937143e10], [804.109, 1.60952199041e10], [840.689, 1.61016992574e10], [889.434, 1.62974083701e10], [938.059, 1.6410113894e10], [994.449, 1.64106243172e10], [1043.22, 1.64184181685e10], [1097.618, 1.64273399041e10], [1166.267, 1.64370437122e10], [1234.643, 1.64662099041e10], [1331.038, 1.64965992582e10], [1408.388, 1.6513359905e10], [1489.387, 1.65134326484e10], [1551.764, 1.65134326484e10], [1638.456, 1.65325024755e10], [1711.02, 1.65623674265e10], [1792.199, 1.65872187156e10], [1880.105, 1.66175674265e10], [1982.578, 1.66249099041e10], [2094.386, 1.66249361898e10], [2232.749, 1.66518199041e10], [2333.568, 1.67192099041e10], [2433.946, 1.67201737143e10], [2586.249, 1.67378399041e10], [2697.523, 1.67378399041e10], [2809.542, 1.67378399041e10], [2949.592, 1.67378688382e10], [3133.588, 1.67378759302e10], [3248.172, 1.67378759302e10], [3359.434, 1.67378863627e10], [3480.802, 1.67378880315e10], [3584.438, 1.67378880315e10], [3739.89, 1.6737890527e10], [3900.636, 1.6737890997e10], [4055.194, 1.67378924755e10], [4191.78, 1.67378992882e10], [4346.805, 1.67379017995e10], [4506.056, 1.67380409469e10], [4648.654, 1.67380725525e10], [4790.286, 1.67583099041e10], [4939.973, 1.67850157593e10], [5105.499, 1.67850166565e10], [5345.839, 1.6871054691e10], [5544.42, 1.69294618081e10], [5783.327, 1.69345451235e10], [6016.693, 1.69372499041e10], [6213.238, 1.6944874951e10], [6387.625, 1.69487680393e10], [6628.104, 1.69591025525e10], [6862.858, 1.69623199041e10], [7114.824, 1.69623724755e10], [7200.023, 1.70046574265e10]]"
y_pb,[[6621.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 33379.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]]
s_box,[33379.0 0.0 10070.0; 20167.0 20302.0 8610.0; 0.0 0.0 0.0; 7451.0 7451.0 0.0; 4172.0 9321.0 9321.0; 5482.0 5482.0 5482.0; 0.0 24141.0 33379.0; 0.0 3798.0 3798.0; 3273.0 3273.0 3273.0]
x_pb,"[6621.0, -0.0, 33379.0, -0.0]"
s_bb,[26758.0 -0.0 -0.0; 33379.0 -0.0 -0.0; 0.0 -0.0 -0.0; 7451.0 -0.0 -0.0; 9321.0 -0.0 -0.0; 5482.0 -0.0 -0.0; 33379.0 -0.0 -0.0; 3798.0 -0.0 -0.0; 3273.0 -0.0 -0.0]
x_bb,"[6621.0, 0.0, 33379.0, -0.0]"
x_box,"[14965.0, 0.0, 25035.0, 0.0]"
partition_bb,"[[[33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33379.0, 0.0, 0.0], [0.0, 0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [11508.0, 0.0, 0.0, 0.0, 9321.0, 5482.0, 0.0, 3798.0, 3273.0], [3740.0, 0.0, 0.0, 7451.0, 0.0, 0.0, 22190.0, 0.0, 0.0]], [[0.0, 0.0, 9321.0, 0.0, 9321.0, 0.0, 14739.0, 0.0, 0.0]], Vector{Float64}[]]"
evol_zeta,"[[0.806, 33379.0], [1.107, 33379.0], [1.131, 33379.0], [1.154, 33379.0], [1.222, 16689.5], [1.327, 16689.5], [1.452, 16689.5], [1.621, 16689.5], [1.736, 16689.5], [1.817, 16689.5], [2.006, 11126.333333333334], [2.13, 9320.010700000013], [2.253, 11126.333333333332], [2.416, 9320.010700000013], [2.839, 9320.010700000013], [3.056, 8344.5], [3.306, 9320.010700000013], [3.58, 8344.5], [4.155, 10308.666666666664], [4.454, 8344.5], [4.802, 8344.5], [5.17, 8344.5], [5.528, 8344.5], [6.425, 8344.5], [7.096, 8344.5], [7.939, 9320.010700000013], [9.23, 8344.5], [10.304, 8344.5], [11.336, 11126.333333333332], [12.21, 8344.5], [13.973, 8344.5], [16.147, 8344.5], [17.636, 7450.342899999989], [19.745, 8344.5], [21.575, 7450.342899999989], [23.302, 7690.0], [27.034, 7690.0], [30.185, 7450.342899999989], [32.507, 7450.342900000018], [35.412, 8344.5], [39.267, 7450.342899999989], [42.947, 7450.342899999971], [45.897, 7450.342899999989], [48.547, 7450.342899999998], [53.199, 5481.709999999992], [57.87, 5481.70999999997], [61.338, 5481.709999999992], [65.37, 7450.3429], [71.461, 5481.709999999992], [80.25, 4172.0], [87.46, 4635.666666666667], [92.167, 5535.666666666667], [97.494, 4172.0], [103.183, 4635.666666666667], [111.357, 5481.7100000000455], [119.079, 4635.666666666667], [132.341, 4619.0], [139.901, 4619.0], [150.472, 4172.0], [159.378, 4172.333333333333], [172.205, 4172.0], [182.896, 4172.0], [198.459, 5972.0107000000135], [210.06, 4172.333333333334], [225.952, 6821.0], [243.677, 5481.709999999992], [259.996, 4933.666666666667], [276.819, 4172.0], [301.342, 4853.999999999991], [322.271, 4635.666666666666], [341.044, 4635.666666666667], [363.82, 4172.0], [384.101, 3797.095900000015], [404.86, 3797.095900000015], [439.07, 3797.0958999999857], [460.684, 4635.666666666667], [499.43, 4172.0], [527.083, 4260.33333333333], [558.926, 4172.0], [583.196, 5972.0107000000135], [612.217, 4172.0], [654.12, 4635.666666666666], [692.337, 4172.0], [722.872, 4583.0], [759.755, 3966.9999999999995], [804.128, 4171.999999999996], [840.711, 3692.709999999982], [889.452, 7423.0], [938.076, 5481.709999999963], [994.492, 5872.0], [1043.241, 4260.333333333334], [1097.661, 3797.095900000015], [1166.291, 4635.666666666667], [1234.662, 5481.709999999992], [1331.061, 4522.333333333333], [1408.406, 3797.0958999999857], [1489.406, 5861.0], [1551.807, 5481.709999999992], [1638.476, 5481.709999999992], [1711.043, 4346.666666666666], [1792.232, 3797.09589999999], [1880.141, 4172.0], [1982.631, 3272.4704999999994], [2094.405, 3272.470499999996], [2232.77, 3797.095900000015], [2333.588, 4619.0], [2433.963, 4171.999999999996], [2586.355, 5087.666666666667], [2697.547, 3272.470499999996], [2809.56, 3272.470499999996], [2949.626, 2086.0], [3133.62, 3272.470499999996], [3248.199, 2188.5], [3359.465, 2086.0], [3480.819, 3797.0958999999857], [3584.456, 3272.470499999996], [3739.913, 2086.0], [3900.657, 2086.0], [4055.252, 3834.5], [4191.806, 2122.0], [4346.853, 2086.0], [4506.085, 2086.0], [4648.672, 4808.333333333333], [4790.309, 3797.095900000015], [4939.992, 2086.0000002087036], [5105.522, 2086.0], [5345.862, 4050.0], [5544.437, 3090.333333333333], [5783.358, 3797.095900000015], [6016.716, 4171.999999999996], [6213.271, 3272.4704999999994], [6387.643, 3271.9999999999927], [6628.15, 6799.333333333334], [6862.88, 3692.709999999992], [7114.846, 3717.666666666667], [7200.047, 0.0]]"
