first,second
y_bb,[32929.0 1.0 -0.0 -0.0 -0.0 -0.0 1.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 1.0 -0.0 1.0 1.0 -0.0 3793.0 3273.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]
evol_box,"[[0.483, 0.0], [1.216, 30041.100000000002], [1.312, 6.1543899041e9], [1.316, 1.38315599041e10], [1.318, 2.15113199618e10], [1.321, 2.36551499065e10], [1.324, 2.8254127171e10]]"
y_pb,[[6621.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 33379.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]]
s_box,[450.0; 33378.0; 33378.0; 7451.0; 9320.0; 5481.0; 33378.0; 5.0; 0.0;;]
x_pb,"[6621.0, -0.0, 33379.0, -0.0]"
s_bb,[450.0; 33378.0; 33378.0; 7451.0; 9320.0; 5481.0; 33378.0; 5.0; 0.0;;]
x_bb,"[32931.0, 0.0, 7069.0, 0.0]"
x_box,"[32931.0, 0.0, 7069.0, 0.0]"
partition_bb,"[[[0.0, 0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33379.0, 0.0, 0.0], [0.0, 0.0, 24059.0, 0.0, 9321.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 25929.0, 7451.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 11127.0, 0.0, 7451.0, 9321.0, 5482.0, 0.0, 0.0, 0.0], [7330.0, 0.0, 0.0, 7451.0, 9321.0, 5482.0, 0.0, 3798.0, 0.0], [0.0, 4058.0, 0.0, 7451.0, 9321.0, 5482.0, 0.0, 3798.0, 3273.0]]]"
evol_zeta,"[[1.009, 33379.0], [1.311, 33379.0], [1.314, 33379.0], [1.317, 33379.0], [1.32, 9320.010700000013], [1.323, 7450.342899999989], [1.326, 0.0]]"
y_box,[32929.0 1.0 -0.0 -0.0 -0.0 -0.0 1.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 1.0 -0.0 1.0 1.0 -0.0 3793.0 3273.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]
ξ_box,[33379.0; 33379.0; 33379.0; 7451.0; 9321.0; 5482.0; 33379.0; 3798.0; 3273.0;;]
evol_bb,"[[0.311, 2.8254127171e10]]"
