first,second
y_bb,[6621.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 -0.0; -0.0 -0.0 33379.0 -0.0 0.0 -0.0 -0.0 0.0 0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 0.0 -0.0 -0.0 6621.0 -0.0 0.0 -0.0 0.0 -0.0; 0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0; 7451.0 -0.0 -0.0 830.0 9200.0 5482.0 -0.0 3798.0 -0.0; 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0]
evol_box,"[[0.467, 0.0], [1.172, 100137.0], [1.265, 2.6202515e6], [1.294, 2.764364e6], [1.384, 2.764364e6], [1.464, 2.3159225525e9], [1.551, 2.317749905e9], [1.644, 2.3173092261e9], [1.718, 2.3179650731e9], [1.904, 6.1543899041e9], [2.224, 6.1543899041e9], [2.433, 6.1543899041e9], [2.61, 6.1543899041e9], [3.058, 6.1543899041e9], [3.418, 6.1546458525e9], [3.731, 6.1548897896e9], [4.262, 6.1549598856e9], [4.638, 6.155169242e9], [5.068, 6.155837725300001e9], [6.104, 7.0189599041e9], [7.557, 7.2182212028e9], [8.709, 7.849796376400001e9], [10.895, 8.2982199041e9], [12.67, 8.2982199041e9], [14.211, 8.2982199041e9], [16.792, 8.2982225525e9], [18.388, 8.2982434125e9], [20.83, 8.298292648400001e9], [22.724, 8.2983536483e9], [24.93, 8.298292648400001e9], [28.601, 8.2983536483e9], [30.871, 8.298423744200001e9], [34.781, 8.2985084615e9], [38.066, 8.2987176015e9], [41.065, 8.2993093168e9], [46.064, 8.7474689691e9], [58.669, 9.4785799041e9], [62.926, 9.4785799041e9], [73.116, 9.7872399041e9], [84.431, 9.7872425525e9], [95.668, 9.8065599041e9], [119.636, 1.0012489324e10], [135.311, 1.00121537442e10], [151.154, 1.00124914835e10], [169.595, 1.00120226484e10], [204.85, 1.00124491965e10], [225.819, 1.00124680316e10], [252.676, 1.00119525525e10], [285.945, 1.0013083516e10], [336.191, 1.01620863873e10], [388.775, 1.02362654304e10], [424.265, 1.0310910856e10], [463.235, 1.03865346879e10], [536.874, 1.05166137554e10], [619.718, 1.06109089191e10], [734.209, 1.08579074265e10], [841.847, 1.08579074265e10], [912.991, 1.08579074265e10], [1021.913, 1.1048635986e10], [1120.584, 1.12112214737e10], [1231.41, 1.12134874265e10], [1347.835, 1.12134874265e10], [1489.474, 1.12728099041e10], [1611.41, 1.12728826484e10], [1758.8, 1.1273115986e10], [1908.083, 1.12730913085e10], [2097.83, 1.12728099041e10], [2337.022, 1.1366684951e10], [2581.34, 1.13901274265e10], [2786.992, 1.14191443529e10], [2978.722, 1.14264525525e10], [3152.2, 1.1427634951e10], [3486.535, 1.1441204951e10], [3953.125, 1.16247624755e10], [4330.072, 1.16473057611e10], [4744.332, 1.16473057611e10], [5252.327, 1.1857044951e10], [5729.392, 1.18717689191e10], [6274.68, 1.18899025525e10], [6724.703, 1.19126874265e10], [7200.035, 1.1924188210300001e10]]"
y_pb,[[6621.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 33379.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]]
s_box,[8182.0 0.0 0.0 25035.0; 33379.0 18382.0 4666.0 0.0; 0.0 0.0 0.0 21050.0; 7451.0 7451.0 7451.0 0.0; 0.0 9321.0 6031.0 0.0; 0.0 0.0 0.0 5482.0; 0.0 16690.0 33379.0 0.0; 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0]
x_pb,"[6621.0, -0.0, 33379.0, -0.0]"
s_bb,[26758.0 -0.0 -0.0 -0.0; 33379.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0; 7451.0 -0.0 -0.0 -0.0; 9321.0 -0.0 -0.0 -0.0; 5482.0 -0.0 -0.0 -0.0; 33379.0 -0.0 -0.0 -0.0; 3798.0 -0.0 -0.0 -0.0; 3273.0 -0.0 -0.0 -0.0]
x_bb,"[6621.0, -0.0, 33379.0, -0.0]"
x_box,"[14071.0, 0.0, 25929.0, 0.0]"
partition_bb,"[[[33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33379.0, 0.0, 0.0], [0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [9321.0, 11467.0, 0.0, 0.0, 9321.0, 0.0, 0.0, 0.0, 3273.0], [14902.0, 0.0, 0.0, 7451.0, 0.0, 0.0, 7451.0, 3577.0, 0.0], [18619.0, 0.0, 5482.0, 0.0, 0.0, 5482.0, 0.0, 3798.0, 0.0]], [[7451.0, 0.0, 0.0, 7451.0, 9200.0, 5482.0, 0.0, 3798.0, 0.0]], Vector{Float64}[], Vector{Float64}[]]"
evol_zeta,"[[0.907, 33379.0], [1.259, 33379.0], [1.268, 33379.0], [1.311, 33379.0], [1.39, 16689.5], [1.48, 16689.5], [1.575, 16689.5], [1.65, 16689.5], [1.731, 16689.5], [1.976, 16689.5], [2.239, 11126.333333333332], [2.442, 11126.333333333332], [2.618, 9320.010700000013], [3.076, 9320.0107], [3.434, 9320.0107], [3.748, 9320.010700000013], [4.276, 9320.010700000013], [4.66, 9320.0107], [5.104, 9320.010700000028], [6.123, 10693.333333333332], [7.627, 11126.333333333332], [8.774, 9320.010700000013], [10.975, 8344.5], [12.692, 8344.0], [14.23, 8344.5], [16.86, 8344.5], [18.431, 8344.5], [20.86, 8344.5], [22.767, 8344.75], [24.945, 8344.5], [28.641, 8344.5], [30.899, 8344.5], [34.814, 8344.5], [38.085, 8344.5], [41.109, 7450.342899999989], [46.108, 8344.499999999998], [58.702, 7450.342899999989], [62.947, 7450.342899999989], [73.143, 7450.342899999989], [84.475, 7450.342899999989], [95.706, 7450.342899999989], [119.714, 7417.333333333334], [135.337, 8019.333333333334], [151.197, 7417.333333333334], [169.619, 8019.333333333334], [204.873, 8019.333333333334], [225.843, 8019.333333333334], [252.723, 6213.333333333334], [285.966, 8019.333333333336], [336.239, 6646.0], [388.86, 7128.666666666666], [424.323, 8344.666666666668], [463.265, 5563.0], [536.933, 7911.666666666667], [619.743, 5481.709999999992], [734.284, 7450.342899999989], [841.865, 7450.342899999989], [913.046, 7450.3429], [1021.994, 7450.3429], [1120.612, 7417.333333333334], [1231.442, 7417.333349467208], [1347.853, 7417.333333333334], [1489.525, 7450.342900000011], [1611.464, 7450.3429], [1758.875, 7450.333333333334], [1908.148, 5563.0], [2097.872, 5481.709999999992], [2337.059, 6848.333333333334], [2581.415, 7450.3429], [2787.036, 7561.666666666667], [2978.757, 7417.333333333334], [3152.26, 5481.709999999992], [3486.589, 7417.333333333334], [3953.157, 7417.333333333334], [4330.116, 5498.666666666667], [4744.356, 5481.709999999992], [5252.36, 5481.709999999992], [5729.421, 5346.0], [6274.739, 6213.333333333334], [6724.755, 5346.0], [7200.046, 0.0]]"
