first,second
s_box,[-0.0 9.0 14.0; -0.0 21.0 1.0; -0.0 27.0 17.0; 28.0 19.0 15.0; 6.0 0.0 6.0; 0.0 1.0 -0.0; 21.999992596020107 4.0 9.0; 14.999991855622078 6.0 20.0; 24.0 19.0 13.0; 12.0 -0.0 12.0]
x_pb,"[49.0, 0.0, -0.0, -0.0]"
s_bb,[0.0 -0.0 -0.0; 0.0 -0.0 -0.0; 26.0 -0.0 -0.0; 28.0 -0.0 -0.0; 23.0 -0.0 -0.0; 22.0 -0.0 -0.0; 22.0 -0.0 -0.0; 23.0 -0.0 -0.0; 24.0 -0.0 -0.0; 12.0 -0.0 -0.0]
partition_bb,"[[[0.0, 0.0, 3.0, 28.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0], [25.0, 20.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 24.0, 12.0], [0.0, 0.0, 0.0, 0.0, 4.0, 15.0, 22.0, 10.0, 0.0, 0.0], [8.0, 12.0, 27.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 11.0, 23.0, 7.0, 6.0], [0.0, 0.0, 0.0, 0.0, 11.0, 22.0, 15.0, 3.0, 0.0, 0.0], [0.0, 0.0, 0.0, 11.0, 23.0, 12.0, 5.0, 0.0, 0.0, 0.0], [18.0, 23.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]], Vector{Float64}[], Vector{Float64}[]]"
y_box,[10.0 5.0 3.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 14.0 17.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 16.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 2.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 7.0 8.0 -0.0 9.0 -0.0 7.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; -0.0 18.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 10.0 13.0 8.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0]
evol_bb,"[[36.08, 2.095016966515011e7]]"
y_bb,[25.0 23.0 1.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0]
evol_box,"[[0.527, 0.0], [2.211, 350209.87067758065], [2.298, 350209.8706775806], [2.321, 350209.8706775806], [2.396, 2.910151232117633e6], [2.475, 4.772878129888065e6], [2.571, 5.238320979795136e6], [2.691, 5.58746634304603e6], [2.818, 5.58746634304603e6], [2.968, 6.05291222066665e6], [3.136, 6.169569628452299e6], [3.347, 7.2167741009315e6], [3.657, 7.21696440928544e6], [4.552, 7.68232163958964e6], [5.403, 7.798461566586723e6], [5.92, 8.3803535615085205e6], [6.75, 8.380511034688414e6], [7.432, 8.497094422613863e6], [8.751, 8.729515458560243e6], [9.435, 8.84619449307515e6], [10.23, 9.311496265461804e6], [12.439, 9.428056816140583e6], [13.842, 9.544424858286481e6], [15.793, 9.660712898179e6], [16.996, 9.660953959704952e6], [20.142, 1.0126459365934312e7], [22.796, 1.024280239462924e7], [25.39, 1.0242846650463166e7], [28.016, 1.0475324726493027e7], [31.363, 1.0591712011021879e7], [34.113, 1.0591811174409818e7], [37.363, 1.0708140123494826e7], [40.981, 1.0824486580079582e7], [44.527, 1.0824712394025072e7], [50.529, 1.094117035763628e7], [55.87, 1.1057261149137286e7], [60.525, 1.1057305533394586e7], [66.47, 1.117364843366614e7], [73.404, 1.117364843366614e7], [80.258, 1.1173689261610232e7], [88.254, 1.1173709766827507e7], [95.147, 1.1173820284747852e7], [103.835, 1.1173870396513104e7], [112.262, 1.1173927453569937e7], [124.774, 1.1173927453569937e7], [137.364, 1.140653618859598e7], [152.682, 1.1522856663228951e7], [177.642, 1.1523027937659975e7], [197.236, 1.1639298045975633e7], [219.135, 1.1639334466847133e7], [241.47, 1.1639476591685347e7], [268.654, 1.1755638620288637e7], [293.883, 1.1755699352988683e7], [328.186, 1.1871998743530527e7], [364.935, 1.1872012968783345e7], [392.672, 1.1872058540367112e7], [457.197, 1.19883558690549e7], [490.676, 1.1988355869054899e7], [539.081, 1.1988400253312197e7], [636.118, 1.1988403809625402e7], [691.501, 1.1988478159272403e7], [779.916, 1.2104797069311127e7], [839.303, 1.2104882392705329e7], [933.717, 1.2221130438112605e7], [1034.234, 1.222122599416786e7], [1152.446, 1.2221265440008163e7], [1240.248, 1.2221266750814304e7], [1410.989, 1.2221275225266341e7], [1635.796, 1.2337517722641457e7], [1898.446, 1.2337533656393118e7], [2015.664, 1.2337604957303118e7], [2461.919, 1.2453905007170308e7], [2620.436, 1.2453937157893747e7], [2793.034, 1.2453940714206953e7], [2944.552, 1.245394313305062e7], [3267.373, 1.2454040009065866e7], [3422.14, 1.2454123492711388e7], [3600.026, 1.2454159424852991e7]]"
y_pb,[[24.999999999999996 23.0 1.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0;;;]]
x_bb,"[49.0, 0.0, 0.0, 0.0]"
