first,second
s_box,[35.0; 0.0; 0.0; 29.0; 26.0; 0.0; 23.0; 23.0; 20.0; 14.0; 17.0; 15.0; 11.0; 25.0; 34.0;;]
x_pb,"[-0.0, 63.0, 26.0, -0.0, -0.0, 0.0]"
s_bb,[35.0; 0.0; 0.0; 29.0; 26.0; 0.0; 23.0; 23.0; 20.0; 14.0; 17.0; 15.0; 11.0; 25.0; 34.0;;]
partition_bb,"[[[35.0, 25.0, 18.0, 12.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 9.0, 11.0, 24.0, 34.0], [0.0, 0.0, 0.0, 4.0, 22.0, 26.0, 14.0, 11.0, 10.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0], [6.0, 14.0, 15.0, 29.0, 11.0, 7.0, 6.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [15.0, 25.0, 32.0, 18.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 7.0, 10.0, 14.0, 14.0, 17.0, 13.0, 11.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 8.0, 8.0, 20.0, 23.0, 18.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0], [21.0, 31.0, 24.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 8.0, 26.0, 22.0, 14.0, 11.0, 10.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 11.0, 11.0, 23.0, 20.0, 16.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 10.0, 13.0, 17.0, 14.0, 11.0, 15.0, 11.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 13.0, 15.0, 20.0, 14.0, 4.0, 6.0, 10.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 7.0, 17.0, 13.0, 11.0, 25.0, 15.0]]]"
y_box,[0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 31.0 32.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 0.0 26.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0;;;]
evol_bb,"[[0.428, 3.3287936925909467e7]]"
y_bb,[0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 31.0 32.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 0.0 26.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0;;;]
evol_box,"[[0.429, 0.0], [2.092, 245411.51993591824], [2.173, 1.0402840183430668e7], [2.181, 2.0927532905067187e7], [2.19, 2.300800232325146e7], [2.198, 2.4721308689306583e7], [2.207, 2.7903203093588408e7], [2.218, 3.1085097497870233e7], [2.226, 3.1819370277779393e7], [2.235, 3.2308892493822753e7], [2.243, 3.267603415585527e7], [2.25, 3.2920795263876945e7], [2.258, 3.316555637189863e7], [2.266, 3.3287936925909467e7]]"
y_pb,[[-0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 31.0 32.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 26.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0;;;]]
x_bb,"[0.0, 63.0, 26.0, 0.0, 0.0, 0.0]"
