first,second
s_box,[20.0; 24.0; 12.0; 8.0; 14.0; 17.0; 14.0; 16.0; 17.0; 0.0; 0.0; 7.0; 0.0; 13.0; 6.0;;]
x_pb,"[-0.0, -0.0, -0.0, 16.0, 16.0, 20.0]"
s_bb,[20.0; 24.0; 12.0; 8.0; 14.0; 17.0; 14.0; 16.0; 17.0; 0.0; 0.0; 7.0; 0.0; 13.0; 6.0;;]
partition_bb,"[[[20.0, 24.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 12.0, 20.0, 13.0, 6.0], [0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 12.0, 15.0, 17.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 12.0, 8.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0, 7.0, 7.0, 0.0, 0.0, 0.0], [3.0, 3.0, 4.0, 8.0, 14.0, 7.0, 4.0, 1.0, 3.0, 0.0, 0.0, 3.0, 3.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 5.0, 17.0, 14.0, 11.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 7.0, 16.0, 8.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 13.0, 16.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]]"
y_box,[0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 16.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 7.0 9.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 20.0 0.0 0.0;;;]
evol_bb,"[[0.321, 1.7596310631380506e7]]"
y_bb,[0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 16.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 7.0 9.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 20.0 0.0 0.0;;;]
evol_box,"[[0.491, 0.0], [2.137, 714.8102786146353], [2.223, 5.865789352935635e6], [2.229, 1.141689104539273e7], [2.235, 1.41399642945676e7], [2.239, 1.6025244114647366e7], [2.244, 1.707262179246946e7], [2.249, 1.74915728635983e7], [2.261, 1.7596310631380506e7]]"
y_pb,[[-0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 16.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 7.0 9.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 20.0 -0.0 -0.0;;;]]
x_bb,"[0.0, 0.0, 0.0, 16.0, 16.0, 20.0]"
x_box,"[0.0, 0.0, 0.0, 16.0, 16.0, 20.0]"
evol_zeta,"[[1.767, 24.0], [2.221, 19.2], [2.228, 16.75], [2.233, 16.0], [2.237, 12.0], [2.242, 7.199999999999999], [2.248, 4.0], [2.259, 0.75], [2.265, 0.0]]"
ξ_box,[20.0; 24.0; 12.0; 8.0; 14.0; 17.0; 14.0; 16.0; 17.0; 16.0; 7.0; 16.0; 20.0; 13.0; 6.0;;]
