first,second
s_box,[1.0 17.0 0.0; 9.0 0.0 0.0; 20.0 8.0 0.0; 28.0 12.0 17.0; 20.0 0.0 18.0; 0.0 8.0 16.0; 22.0 15.0 13.0; 0.0 13.0 20.0; 1.0 24.0 13.0; 7.0 12.0 12.0]
x_pb,"[49.0, 0.0, -0.0, -0.0]"
s_bb,[0.0 -0.0 -0.0; 0.0 -0.0 -0.0; 26.0 -0.0 -0.0; 28.0 -0.0 -0.0; 23.0 -0.0 -0.0; 22.0 -0.0 -0.0; 22.0 -0.0 -0.0; 23.0 -0.0 -0.0; 24.0 -0.0 -0.0; 12.0 -0.0 -0.0]
partition_bb,"[[[0.0, 0.0, 3.0, 28.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0], [25.0, 20.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 24.0, 12.0], [0.0, 0.0, 0.0, 0.0, 4.0, 15.0, 22.0, 10.0, 0.0, 0.0], [8.0, 12.0, 27.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 11.0, 23.0, 7.0, 6.0], [0.0, 0.0, 0.0, 0.0, 11.0, 22.0, 15.0, 3.0, 0.0, 0.0], [0.0, 0.0, 0.0, 11.0, 23.0, 12.0, 5.0, 0.0, 0.0, 0.0], [18.0, 23.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]], Vector{Float64}[], Vector{Float64}[]]"
y_box,[0.0 0.0 0.0 0.0 0.0 15.0 0.0 15.0 18.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0;;; 8.0 21.0 19.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0;;; 16.0 17.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
evol_bb,"[[43.423, 2.095016966515011e7]]"
y_bb,[25.0 23.0 1.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0]
evol_box,"[[0.624, 0.0], [2.548, 350209.87067758065], [2.649, 350209.8706775806], [2.677, 350209.8706775806], [2.789, 2.910151232117633e6], [2.902, 4.772878129888065e6], [3.033, 5.238320979795136e6], [3.206, 5.58746634304603e6], [3.356, 5.58746634304603e6], [3.539, 6.05291222066665e6], [3.732, 6.169569628452299e6], [4.012, 7.2167741009315e6], [4.505, 7.21696440928544e6], [6.353, 7.68232163958964e6], [7.647, 7.798461566586723e6], [8.548, 8.3803535615085205e6], [9.933, 8.380511034688414e6], [11.391, 8.497094422613863e6], [13.222, 8.729515458560243e6], [14.682, 8.84619449307515e6], [15.843, 9.311496265461804e6], [18.918, 9.428056816140583e6], [20.996, 9.544424858286481e6], [23.314, 9.660712898179e6], [24.763, 9.660953959704952e6], [29.094, 1.0126459365934312e7], [34.031, 1.024280239462924e7], [38.91, 1.0242846650463166e7], [43.043, 1.0475324726493027e7], [47.926, 1.0591712011021879e7], [51.249, 1.0591811174409818e7], [55.403, 1.0708140123494826e7], [61.722, 1.0824486580079582e7], [66.921, 1.0824712394025072e7], [74.115, 1.094117035763628e7], [80.069, 1.1057261149137286e7], [87.334, 1.1057305533394586e7], [94.404, 1.117364843366614e7], [104.447, 1.117364843366614e7], [115.264, 1.1173689261610232e7], [124.736, 1.1173709766827507e7], [132.771, 1.1173820284747852e7], [142.747, 1.1173870396513104e7], [152.715, 1.1173927453569937e7], [167.666, 1.1173927453569937e7], [191.477, 1.140653618859598e7], [209.171, 1.1522856663228951e7], [241.568, 1.1523027937659975e7], [266.911, 1.1639298045975633e7], [292.741, 1.1639334466847133e7], [318.837, 1.1639476591685347e7], [351.131, 1.1755638620288637e7], [380.807, 1.1755699352988683e7], [426.322, 1.1871998743530527e7], [474.311, 1.1872012968783345e7], [513.285, 1.1872058540367112e7], [588.091, 1.19883558690549e7], [628.87, 1.1988355869054899e7], [684.916, 1.1988400253312197e7], [812.628, 1.1988403809625402e7], [886.456, 1.1988478159272403e7], [1046.033, 1.2104797069311127e7], [1163.987, 1.2104882392705329e7], [1288.107, 1.2221130438112605e7], [1407.786, 1.222122599416786e7], [1568.961, 1.2221265440008163e7], [1679.042, 1.2221266750814304e7], [1888.416, 1.2221275225266341e7], [2176.352, 1.2337517722641457e7], [2592.343, 1.2337533656393118e7], [2745.141, 1.2337604957303118e7], [3339.648, 1.2453905007170308e7], [3580.433, 1.2453937157893747e7], [3600.03, 1.2686717672676312e7]]"
y_pb,[[24.999999999999996 23.0 1.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0;;;]]
x_bb,"[49.0, 0.0, 0.0, 0.0]"
