first,second
s_box,[32.0 13.0 23.0; 10.0 0.0 19.0; 15.0 15.0 3.0; 10.0 10.0 0.0; 13.0 15.0 6.0; 0.0 16.0 13.0; 13.0 14.0 17.0; 11.0 15.0 22.0; 0.0 0.0 0.0; 0.0 7.0 2.0]
x_pb,"[-0.0, -0.0, 0.0, 44.0]"
s_bb,[32.0 -0.0 -0.0; 23.0 -0.0 -0.0; 15.0 -0.0 -0.0; 10.0 -0.0 -0.0; 18.0 -0.0 -0.0; 16.0 -0.0 -0.0; 19.0 -0.0 -0.0; 22.0 -0.0 -0.0; 0.0 -0.0 -0.0; 14.0 -0.0 -0.0]
partition_bb,"[[[32.0, 8.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 29.0], [0.0, 0.0, 0.0, 0.0, 6.0, 7.0, 10.0, 22.0, 0.0, 0.0], [0.0, 23.0, 7.0, 2.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 29.0, 15.0], [0.0, 0.0, 4.0, 9.0, 18.0, 11.0, 5.0, 2.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 6.0, 13.0, 19.0, 7.0, 0.0, 0.0], [18.0, 0.0, 15.0, 10.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 4.0, 13.0, 16.0, 10.0, 1.0, 0.0, 0.0]], Vector{Float64}[], Vector{Float64}[]]"
y_box,[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 12.0 0.0 0.0 0.0 8.0 0.0 0.0 12.0 12.0;;; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0 22.0;;; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26.0 18.0]
evol_bb,"[[36.97, 1.756741265914151e7]]"
y_bb,[0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 29.0 15.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0]
evol_box,"[[0.609, 0.0], [2.613, 1558.4187938403834], [2.722, 2498.717164390472], [2.743, 105455.95791787458], [2.789, 2.0794540862846498e6], [2.887, 2.703508503375516e6], [2.998, 2.7045198904719646e6], [3.144, 4.0552818643120956e6], [3.312, 4.0552818643120956e6], [3.524, 4.678953427746441e6], [3.719, 4.678953427746441e6], [3.978, 4.886150787287494e6], [4.221, 4.990097889219199e6], [5.172, 5.509658553200601e6], [5.917, 5.510322188125283e6], [6.693, 5.717602653894279e6], [7.313, 5.925533969384786e6], [7.909, 6.445852949086334e6], [8.578, 6.445859741339449e6], [9.164, 6.757023116632155e6], [9.788, 7.172782273454636e6], [12.038, 7.173686842977334e6], [14.324, 7.485525179902442e6], [16.866, 7.485536228058318e6], [18.725, 7.589128010330999e6], [20.212, 7.589135999038486e6], [22.528, 7.901313587629256e6], [25.615, 8.10858257796783e6], [29.354, 8.109028327573319e6], [32.288, 8.212310298117026e6], [35.163, 8.212530339648423e6], [37.721, 8.316462486253515e6], [42.364, 8.732193558760531e6], [47.039, 8.73225056410588e6], [53.171, 8.83630177212254e6], [58.358, 9.044243616578562e6], [62.754, 9.14798047002403e6], [69.725, 9.14838889045719e6], [75.59, 9.252092488970468e6], [84.477, 9.459572911675833e6], [94.939, 9.459572911675835e6], [102.296, 9.459572911675835e6], [111.61, 9.459986033084985e6], [119.99, 9.563520013607537e6], [135.116, 9.564317665270396e6], [150.22, 9.66771597968255e6], [162.293, 9.667775471114552e6], [183.756, 9.771414217470946e6], [205.438, 9.87536131940265e6], [225.472, 9.87536131940265e6], [244.913, 9.875580932641622e6], [269.493, 1.0083562889218032e7], [291.566, 1.0083666995302983e7], [320.454, 1.0083724911724115e7], [352.709, 1.0187305234819395e7], [396.024, 1.0187656398580316e7], [443.799, 1.0187682754975999e7], [474.325, 1.0187859909774229e7], [515.674, 1.0291275138889242e7], [574.299, 1.029131083855977e7], [632.001, 1.0291520547192985e7], [721.116, 1.0395096829061167e7], [785.063, 1.0395096829061167e7], [853.746, 1.0395199438682804e7], [934.818, 1.039560686949263e7], [1021.998, 1.0499043930992872e7], [1116.943, 1.0499146540614506e7], [1227.492, 1.0499219667875342e7], [1310.561, 1.0499263544231845e7], [1416.29, 1.0499413254593078e7], [1531.875, 1.0602991032924576e7], [1649.139, 1.060377372926082e7], [1788.195, 1.0603308303482307e7], [1979.834, 1.0707128497190919e7], [2101.958, 1.070693813485628e7], [2423.932, 1.0811075928997068e7], [2737.292, 1.081135462524604e7], [2946.982, 1.08114043691674e7], [3148.715, 1.0914832338719685e7], [3389.701, 1.0914832338719688e7], [3600.018, 1.091487794299597e7]]"
y_pb,[[0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 28.999999999999996 15.000000000000004;;;]]
x_bb,"[0.0, 0.0, 0.0, 44.0]"
x_box,"[0.0, 0.0, 0.0, 44.0]"
ξ_box,[32.0 13.0 20.0; 22.0 0.0 19.0; 15.0 15.0 3.0; 10.0 10.0 0.0; 13.0 15.0 6.0; 7.0 16.0 13.0; 13.0 14.0 17.0; 11.0 15.0 22.0; 12.0 22.0 26.0; 12.0 29.0 20.0]
