first,second
y_bb,[1134.0 1134.0 -0.0 0.0 -0.0 -0.0 4536.0 -0.0 -0.0; -0.0 -0.0 -0.0 1013.0 0.0 0.0 -0.0 -0.0 0.0; -0.0 -0.0 4536.0 -0.0 1134.0 745.0 -0.0 517.0 445.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 4536.0 4536.0 -0.0 1013.0 -0.0 -0.0 4092.0 -0.0 0.0; 0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 84.0 -0.0; -0.0 -0.0 3524.0 -0.0 1267.0 745.0 -0.0 433.0 445.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0]
evol_box,"[[0.322, 0.0], [0.747, 13608.0], [0.781, 15422.4], [0.784, 17690.4], [0.789, 356076.0], [0.796, 356076.0], [0.802, 356076.0], [0.809, 356076.0], [0.82, 374817.9], [0.831, 376403.7], [0.842, 376588.5], [0.858, 378174.3], [0.872, 378967.2], [0.881, 382384.8], [0.891, 383252.4], [0.903, 386129.4], [0.916, 389985.0], [0.93, 395740.9], [0.946, 400333.0], [0.965, 401190.7], [0.99, 402397.3], [1.014, 403636.7], [1.035, 405035.6], [1.055, 414534.1], [1.097, 419008.6], [1.15, 419659.3], [1.208, 454059.1], [1.237, 464096.3], [1.272, 493797.2], [1.332, 494506.4], [1.39, 495961.5], [1.456, 512709.6], [1.517, 513701.2], [1.589, 514126.9], [1.658, 514345.6], [1.727, 515065.6], [1.803, 515681.0], [1.871, 519465.5], [1.939, 519465.5], [2.024, 519996.2], [2.11, 522478.7], [2.201, 522929.6], [2.288, 523833.8], [2.379, 525311.8], [2.478, 526012.1], [2.576, 526640.1], [2.673, 526640.1], [2.784, 526810.7000000001], [2.877, 527310.6], [2.971, 528701.0], [3.086, 529273.1], [3.2, 529458.8], [3.305, 529611.8], [3.406, 529756.5], [3.511, 530643.6], [3.62, 530676.0], [3.725, 530795.4], [3.825, 530839.6], [3.934, 530839.6], [4.044, 530866.8], [4.149, 530874.0], [4.271, 530879.1], [4.393, 530892.0], [4.521, 530906.8], [4.651, 530921.6], [4.754, 530921.6], [4.856, 530921.6], [4.961, 530921.6], [5.05, 530930.0], [5.187, 530998.8], [5.305, 531001.6], [5.408, 531010.6], [5.507, 531016.6], [5.605, 531020.0], [5.714, 531043.2000000001], [5.82, 531066.4], [5.923, 531078.6], [6.031, 531078.6], [6.116, 531078.6], [6.225, 531078.6], [6.333, 531078.6]]"
y_pb,[[4536.0 4536.0 0.0 0.0 0.0 0.0 4536.0 0.0 0.0; 0.0 0.0 0.0 1013.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 4536.0 0.0 1267.0 745.0 0.0 517.0 445.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0;;;]]
s_box,[-0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0]
x_pb,"[13608.0, 1013.0, 7510.0, 0.0]"
s_bb,[-0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0]
x_bb,"[52414.0, 2234.0, 7377.0, 2235.0]"
x_box,"[55655.0, 1095.0, 7510.0, -0.0]"
partition_bb,"[[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4536.0, 0.0, 0.0], [0.0, 0.0, 4536.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1134.0, 3402.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [1134.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3402.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1134.0, 0.0, 3402.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1013.0, 0.0, 0.0, 3524.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 745.0, 3791.0, 0.0, 0.0], [0.0, 0.0, 669.0, 0.0, 0.0, 0.0, 3352.0, 517.0, 0.0], [0.0, 0.0, 3969.0, 0.0, 0.0, 0.0, 123.0, 0.0, 445.0]], [[4536.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 4536.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [2268.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2268.0, 0.0, 0.0], [2268.0, 0.0, 2268.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 551.0, 0.0, 1013.0, 1267.0, 745.0, 0.0, 517.0, 445.0], [0.0, 0.0, 3524.0, 1013.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1701.0, 0.0, 0.0, 0.0, 0.0, 2835.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4092.0, 0.0, 445.0]]]"
evol_zeta,"[[0.55, 4536.0], [0.78, 4536.0], [0.782, 4536.0], [0.786, 4536.0], [0.792, 2268.0], [0.798, 1266.65], [0.804, 1134.0], [0.812, 1012.55], [0.822, 1761.5], [0.833, 1012.5], [0.845, 1761.5], [0.861, 880.5], [0.874, 745.0], [0.884, 963.9], [0.893, 958.5], [0.905, 1134.0], [0.917, 1012.55], [0.931, 745.0], [0.948, 1266.65], [0.968, 1266.65], [0.993, 1266.65], [1.016, 633.0], [1.037, 627.5], [1.058, 567.0], [1.1, 567.0], [1.154, 745.0], [1.211, 516.05], [1.24, 848.55], [1.275, 633.0], [1.334, 547.0], [1.391, 444.75], [1.46, 479.0], [1.519, 473.0], [1.592, 242.5], [1.661, 239.5], [1.729, 180.5], [1.805, 185.5], [1.873, 1152.5], [1.943, 745.0], [2.027, 178.0], [2.114, 1822.5], [2.203, 1012.55], [2.291, 516.05], [2.382, 444.75], [2.482, 106.5], [2.579, 92.5], [2.675, 72.0], [2.787, 1012.55], [2.88, 49.0], [2.973, 46.0], [3.091, 90.0], [3.204, 45.0], [3.307, 21.5], [3.409, 878.5], [3.515, 35.5], [3.623, 23.5], [3.727, 13.0], [3.827, 16.0], [3.936, 8.0], [4.047, 7.5], [4.151, 6.0], [4.276, 133.0], [4.397, 4.5], [4.525, 20.5], [4.655, 12.5], [4.756, 6.0], [4.86, 3.0], [4.963, 2.0], [5.053, 1.5], [5.191, 119.5], [5.308, 3.0], [5.411, 1.5], [5.51, 1.0], [5.607, 1.0], [5.717, 0.5], [5.824, 0.5], [5.925, 1.0], [6.033, 0.5], [6.119, 0.5], [6.228, 0.5], [6.338, 2.6398083718959247e-10]]"
y_box,[4536.0 4536.0 -0.0 -0.0 -0.0 -0.0 3812.0 -0.0 -0.0; -0.0 -0.0 -0.0 1013.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 4536.0 -0.0 1267.0 745.0 -0.0 517.0 445.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; 725.0 724.0 -0.0 -0.0 -0.0 -0.0 4536.0 -0.0 -0.0; -0.0 -0.0 -0.0 725.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 724.0 -0.0 725.0 724.0 -0.0 517.0 445.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0]
ξ_box,[4536.0 725.0; 4536.0 724.0; 4536.0 724.0; 1013.0 725.0; 1267.0 725.0; 745.0 724.0; 3812.0 4536.0; 517.0 517.0; 445.0 445.0]
evol_bb,"[[0.27, 587912.6], [31.561, 586997.6], [36.898, 575407.0], [36.998, 566182.9], [1649.51, 564988.6], [1832.762, 563147.7], [1852.546, 563145.5]]"
