first,second
y_bb,[3899.0 1.0 -0.0 -0.0 -0.0 -0.0 33375.0 -0.0 -0.0; -0.0 -0.0 -0.0 1.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 1.0 -0.0 1.0 1.0 -0.0 3797.0 3273.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]
evol_box,"[[0.485, 0.0], [1.224, 30041.100000000002], [1.319, 5.1541329511e9], [1.323, 1.28313029511e10], [1.338, 2.05110630088e10], [1.341, 2.2655081293e10], [1.356, 2.72563903558e10]]"
y_pb,[[10970.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 33379.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]]
s_box,[29480.0; 33378.0; 33378.0; 7450.0; 9320.0; 5481.0; 4.0; 1.0; 0.0;;]
x_pb,"[10970.0, -0.0, 33379.0, -0.0]"
s_bb,[29480.0; 33378.0; 33378.0; 7450.0; 9320.0; 5481.0; 4.0; 1.0; 0.0;;]
x_bb,"[37275.0, 1.0, 7073.0, 0.0]"
x_box,"[37275.0, 1.0, 7073.0, 0.0]"
partition_bb,"[[[0.0, 0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33379.0, 0.0, 0.0], [0.0, 0.0, 24059.0, 0.0, 9321.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 25929.0, 7451.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 11127.0, 0.0, 7451.0, 9321.0, 5482.0, 0.0, 0.0, 0.0], [7330.0, 0.0, 0.0, 7451.0, 9321.0, 5482.0, 0.0, 3798.0, 0.0], [0.0, 4058.0, 0.0, 7451.0, 9321.0, 5482.0, 0.0, 3798.0, 3273.0]]]"
evol_zeta,"[[1.014, 33379.0], [1.318, 33379.0], [1.322, 33379.0], [1.325, 33379.0], [1.339, 9320.010700000013], [1.354, 7450.342899999989], [1.358, 0.0]]"
y_box,[3899.0 1.0 -0.0 -0.0 -0.0 -0.0 33375.0 -0.0 -0.0; -0.0 -0.0 -0.0 1.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 1.0 -0.0 1.0 1.0 -0.0 3797.0 3273.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]
ξ_box,[33379.0; 33379.0; 33379.0; 7451.0; 9321.0; 5482.0; 33379.0; 3798.0; 3273.0;;]
evol_bb,"[[0.277, 2.72563903558e10]]"
