first,second
y_bb,[10970.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0; -0.0 -0.0 33379.0 -0.0 0.0 -0.0 -0.0 0.0 0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 7451.0 -0.0 -0.0 -0.0 3519.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 7451.0 -0.0 -0.0 -0.0 9200.0 5482.0 -0.0 279.0 -0.0; -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0]
evol_box,"[[0.488, 0.0], [1.208, 100137.0], [1.314, 2.6202515e6], [1.34, 2.6202515e6], [1.426, 2.6578885e6], [1.533, 1.3165746336000001e9], [1.65, 1.3177862525e9], [1.775, 1.3177862525e9], [1.908, 1.3183236365e9], [2.186, 5.1541329511e9], [2.426, 5.1541329511e9], [2.805, 5.154207435e9], [3.188, 5.154207435e9], [3.62, 5.154307888900001e9], [3.969, 5.1544090616e9], [4.464, 5.154632433e9], [4.957, 5.1549611861e9], [5.34, 5.155099956e9], [5.796, 5.1557928253e9], [6.645, 5.570013166e9], [8.437, 6.0189746108e9], [9.825, 6.2103355115e9], [11.906, 6.4338529511e9], [13.455, 6.4341362931e9], [14.86, 6.8499639023e9], [17.122, 6.8830896803e9], [19.375, 7.073561163e9], [21.852, 7.0737397466e9], [24.46, 7.2982181991e9], [26.672, 7.298223863200001e9], [30.863, 7.2984785183e9], [34.114, 7.3171141461e9], [38.546, 7.7131129511e9], [42.546, 7.713804772900001e9], [47.303, 7.713804772900001e9], [52.278, 7.938360415e9], [58.2, 8.1291829511e9], [76.765, 8.577963348e9], [88.977, 8.7872129511e9], [104.532, 8.787419735e9], [121.883, 8.7874297486e9], [137.438, 8.78751315e9], [151.695, 8.7876388357e9], [167.03, 8.7877906906e9], [195.982, 9.0116929511e9], [227.142, 9.011767435e9], [251.704, 9.0122055656e9], [276.756, 9.0122604091e9], [305.919, 9.0122085183e9], [331.315, 9.0125013441e9], [370.266, 9.0127385502e9], [412.089, 9.2175429511e9], [466.627, 9.217617435e9], [528.829, 9.2364073391e9], [587.174, 9.2553075682e9], [655.061, 9.394209379e9], [708.624, 9.4199744101e9], [765.954, 9.4268896824e9], [854.738, 9.4268896824e9], [934.731, 9.427147435e9], [1023.47, 9.6106705477e9], [1111.539, 9.6332025975e9], [1244.262, 9.6513229511e9], [1361.943, 9.6518296803e9], [1455.089, 9.651833348e9], [1575.69, 9.8428974112e9], [1714.616, 9.8385429511e9], [1840.892, 9.8429040872e9], [1975.732, 9.8429129511e9], [2096.607, 9.8429596803e9], [2261.691, 9.8429129511e9], [2459.157, 9.8429596803e9], [2685.551, 9.8500429511e9], [2873.215, 9.8539996803e9], [3036.053, 1.00037388036e10], [3251.398, 1.00671863157e10], [3459.872, 1.00745229511e10], [3670.251, 1.0235137435e10], [3928.169, 1.02726070704e10], [4244.794, 1.02914129511e10], [4660.672, 1.02914129511e10], [5166.915, 1.03413404735e10], [5661.365, 1.04938376719e10], [6235.136, 1.06470529877e10], [7152.396, 1.07070623856e10], [7200.183, 1.09294563157e10]]"
y_pb,[[10970.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 33379.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]]
s_box,[18734.0 0.0 2939.0 0.0; 0.0 12384.0 16690.0 15687.0; 6662.0 33379.0 0.0 0.0; 0.0 1717.0 7442.0 0.0; 1.0 0.0 9321.0 8346.0; 0.0 0.0 0.0 4912.0; 22089.0 1.0 11127.0 18545.0; 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0]
x_pb,"[10970.0, -0.0, 33379.0, -0.0]"
s_bb,[22409.0 -0.0 -0.0 -0.0; 33379.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0; 7451.0 -0.0 -0.0 -0.0; 9321.0 -0.0 -0.0 -0.0; 5482.0 -0.0 -0.0 -0.0; 33379.0 -0.0 -0.0 -0.0; 3798.0 -0.0 -0.0 -0.0; 3273.0 -0.0 -0.0 -0.0]
x_bb,"[10970.0, -0.0, 33379.0, -0.0]"
x_box,"[22096.0, 0.0, 22253.0, 0.0]"
partition_bb,"[[[33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33379.0, 0.0, 0.0], [0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [9321.0, 11467.0, 0.0, 0.0, 9321.0, 0.0, 0.0, 0.0, 3273.0], [14902.0, 0.0, 0.0, 7451.0, 0.0, 0.0, 7451.0, 3577.0, 0.0], [18619.0, 0.0, 5482.0, 0.0, 0.0, 5482.0, 0.0, 3798.0, 0.0]], [[7451.0, 0.0, 0.0, 7451.0, 9200.0, 5482.0, 0.0, 3798.0, 0.0]], Vector{Float64}[], Vector{Float64}[]]"
evol_zeta,"[[0.977, 33379.0], [1.305, 33379.0], [1.333, 33379.0], [1.358, 33379.0], [1.444, 16689.5], [1.551, 16689.5], [1.666, 16689.5], [1.78, 16689.5], [1.939, 16689.0], [2.201, 11126.333333333332], [2.459, 9320.010700000028], [2.853, 9320.010700000013], [3.228, 11126.0], [3.638, 9320.010700000013], [3.989, 11126.333333333332], [4.48, 9320.010700000013], [4.974, 11126.333333333332], [5.382, 9320.010700000028], [5.802, 11126.0], [6.7, 9320.0], [8.53, 8344.5], [9.863, 8344.5], [11.95, 11126.333333333334], [13.483, 9320.010700000013], [14.908, 8345.0], [17.177, 8344.5], [19.398, 8344.5], [21.909, 8344.5], [24.478, 8344.5], [26.687, 8344.5], [30.899, 7450.342899999989], [34.138, 8344.5], [38.562, 7450.342899999989], [42.564, 8344.75], [47.318, 8344.5], [52.303, 9320.010700000013], [58.222, 7450.342899999989], [76.777, 7450.3429], [88.997, 7450.342899999989], [104.562, 7450.3429], [121.9, 7450.342899999989], [137.461, 7450.342899999989], [151.736, 7450.342899999989], [167.047, 7450.3429], [195.997, 7441.75], [227.16, 7450.342899999989], [251.731, 7417.3333494672115], [276.772, 7417.333349467219], [305.934, 7417.333333333334], [331.345, 7417.333333333334], [370.311, 7417.333333333334], [412.138, 7450.0], [466.727, 7417.333333333334], [528.918, 7918.0], [587.234, 5861.0], [655.094, 7417.333333333334], [708.656, 8019.333333333331], [766.055, 7417.333333333334], [854.78, 7417.333333333334], [934.768, 7417.333333333334], [1023.503, 8019.333333333334], [1111.65, 8019.333333333334], [1244.334, 7417.666666666666], [1361.978, 7417.333333333334], [1455.113, 6465.5], [1575.768, 6213.333333333334], [1714.664, 7450.342899999989], [1840.938, 6815.333333333333], [1975.785, 6213.333333333335], [2096.645, 5617.0], [2261.769, 5617.0], [2459.203, 6848.333333333334], [2685.589, 5535.666666666666], [2873.277, 6213.666666666666], [3036.079, 5611.0], [3251.473, 7417.333333333334], [3459.959, 5481.709999999992], [3670.287, 5562.5], [3928.287, 5563.000000000003], [4244.843, 7417.333333333333], [4660.742, 7417.333333333334], [5166.964, 5481.709999999992], [5661.454, 5481.709999999992], [6235.165, 5481.709999999992], [7152.446, 6213.333333333334], [7200.208, 0.0]]"
