first,second
y_bb,[33379.0 33379.0 -0.0 -0.0 -0.0 -0.0 29936.0 -0.0 -0.0; -0.0 -0.0 -0.0 7451.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 33379.0 -0.0 9321.0 5482.0 -0.0 -0.0 3273.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]
evol_box,"[[0.478, 0.0], [1.208, 30041.100000000002], [1.302, 130178.1], [1.305, 243666.69999999998], [1.308, 2.8639182e6], [1.31, 3.0801654e6], [1.313, 1.669141314e9]]"
y_pb,[[33379.0 33379.0 -0.0 -0.0 -0.0 -0.0 29936.0 -0.0 -0.0; -0.0 -0.0 -0.0 7451.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 33379.0 -0.0 9321.0 5482.0 -0.0 -0.0 3273.0; -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]]
s_box,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3443.0; 3798.0; 0.0;;]
x_pb,"[96694.0, 7451.0, 51455.0, -0.0]"
s_bb,[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3443.0; 3798.0; 0.0;;]
x_bb,"[96694.0, 7451.0, 51455.0, 0.0]"
x_box,"[96694.0, 7451.0, 51455.0, 0.0]"
partition_bb,"[[[0.0, 0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 33379.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33379.0, 0.0, 0.0], [0.0, 0.0, 24059.0, 0.0, 9321.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 25929.0, 7451.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 11127.0, 0.0, 7451.0, 9321.0, 5482.0, 0.0, 0.0, 0.0], [7330.0, 0.0, 0.0, 7451.0, 9321.0, 5482.0, 0.0, 3798.0, 0.0], [0.0, 4058.0, 0.0, 7451.0, 9321.0, 5482.0, 0.0, 3798.0, 3273.0]]]"
evol_zeta,"[[0.951, 33379.0], [1.301, 33379.0], [1.304, 33379.0], [1.307, 33379.0], [1.309, 9320.010700000013], [1.312, 7450.342899999989], [1.315, 0.0]]"
y_box,[33379.0 33379.0 -0.0 -0.0 -0.0 -0.0 29936.0 -0.0 -0.0; -0.0 -0.0 -0.0 7451.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 33379.0 -0.0 9321.0 5482.0 -0.0 -0.0 3273.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]
ξ_box,[33379.0; 33379.0; 33379.0; 7451.0; 9321.0; 5482.0; 33379.0; 3798.0; 3273.0;;]
evol_bb,"[[0.296, 1.669141314e9]]"
