first,second
partition_bb,"[[[0.0, 0.0, 0.0, 18.0, 4.0, 11.0, 13.0, 32.0, 38.0, 19.0], [20.0, 30.0, 32.0, 21.0, 0.0, 0.0, 0.0, 13.0, 19.0, 0.0], [7.0, 17.0, 19.0, 37.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 22.0]]]"
y_bb,[14.0 30.0 32.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 37.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 22.0;;;]
y_pb,[[14.0 30.0 32.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 36.99999999999999 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 22.0;;;]]
s_box,[6.0; 0.0; 0.0; 0.0; 4.0; 11.0; 17.0; 32.0; 38.0; 0.0;;]
x_pb,"[76.0, 37.0, -0.0, 22.0]"
y_box,[14.0 30.0 32.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 37.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 22.0;;;]
ξ_box,[20.0; 30.0; 32.0; 37.0; 4.0; 11.0; 17.0; 32.0; 38.0; 22.0;;]
s_bb,[6.0; 0.0; 0.0; 0.0; 4.0; 11.0; 17.0; 32.0; 38.0; 0.0;;]
x_bb,"[76.0, 37.0, 0.0, 22.0]"
x_box,"[76.0, 37.0, 0.0, 22.0]"
