first,second
s_box,[0.0 0.0; 0.0 22.0; 15.0 23.0; 15.0 23.0; 13.0 16.0; 14.0 14.0; 0.0 0.0; 0.0 0.0; 0.0 0.0; 0.0 0.0; 15.0 19.0; 32.0 27.0; 25.0 20.0; 0.0 0.0; 6.0 0.0; 22.0 13.0; 25.0 19.0; 25.0 19.0; 25.0 20.0; 27.0 24.0]
x_pb,"[61.0, 29.0, -0.0, 37.0]"
s_bb,[-0.0 1.0; -0.0 -0.0; 23.0 -0.0; 23.0 -0.0; 16.0 -0.0; 14.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; 19.0 -0.0; 19.0 -0.0; 32.0 -0.0; 25.0 -0.0; 0.0 -0.0; 9.0 -0.0; 22.0 -0.0; 25.0 -0.0; 25.0 -0.0; 25.0 -0.0; 27.0 -0.0]
partition_bb,"[[[34.0, 26.0, 15.0, 15.0, 15.0, 13.0, 9.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 32.0, 21.0, 19.0, 18.0, 15.0, 8.0, 7.0, 6.0, 4.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 11.0, 10.0, 9.0, 11.0, 11.0, 15.0, 20.0, 27.0], [20.0, 12.0, 1.0, 1.0, 6.0, 8.0, 12.0, 6.0, 11.0, 18.0, 19.0, 11.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 12.0, 14.0, 15.0, 18.0, 25.0, 21.0, 16.0, 9.0], [4.0, 12.0, 23.0, 23.0, 15.0, 13.0, 12.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 5.0, 10.0, 3.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 12.0, 13.0, 16.0, 16.0, 20.0, 25.0, 18.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 18.0, 22.0, 23.0, 20.0, 13.0, 12.0, 11.0, 5.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 25.0, 20.0, 20.0, 18.0, 12.0, 11.0, 9.0, 2.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 13.0, 14.0, 17.0, 21.0, 25.0, 20.0, 13.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 15.0, 18.0, 19.0, 22.0, 15.0, 14.0, 13.0, 6.0], [19.0, 27.0, 17.0, 17.0, 16.0, 14.0, 10.0, 6.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 5.0, 5.0, 12.0, 14.0, 12.0, 6.0, 11.0, 19.0, 19.0, 13.0, 2.0, 0.0, 0.0, 0.0, 7.0, 3.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 18.0, 23.0, 22.0, 19.0, 12.0, 11.0, 10.0, 5.0]], [[19.0, 27.0, 16.0, 16.0, 15.0, 13.0, 10.0, 6.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]]]"
y_box,[22.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 12.0 6.0 11.0 17.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 23.0 17.0 0.0 0.0 0.0 0.0 0.0;;; 34.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 12.0 6.0 11.0 19.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0; 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 18.0 18.0 4.0 0.0 0.0 0.0 0.0]
evol_bb,"[[1151.419, 3.443816908555472e7]]"
y_bb,[34.0 27.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 0.0 0.0 12.0 6.0 11.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 23.0 14.0 0.0 0.0 0.0 0.0 0.0;;; -0.0 27.0 0.0 0.0 15.0 13.0 -0.0 6.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 10.0 -0.0 16.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 3.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; 8.0 -0.0 -0.0 16.0 -0.0 -0.0 10.0 -0.0 1.0 -0.0 -0.0 -0.0 -0.0 -0.0 2.0 -0.0 -0.0 -0.0 -0.0 -0.0]
evol_box,"[[0.448, 0.0], [2.018, 568322.7398528992], [2.12, 571942.4112679728], [2.155, 7.818014464499712e6], [2.194, 8.610862874596465e6], [2.238, 1.25757179538632e7], [2.279, 1.3255378531766128e7], [2.337, 1.5520800934675394e7], [2.476, 1.6993319358806584e7], [2.646, 1.699338771446077e7], [2.826, 1.812621032191871e7], [2.953, 1.903233088403149e7], [3.148, 1.9598832247986507e7], [3.341, 2.0504981508836314e7], [3.612, 2.1864338268663585e7], [3.892, 2.1864338268663593e7], [4.166, 2.231745690355665e7], [4.444, 2.2317456903556652e7], [4.782, 2.277057169872583e7], [5.134, 2.3223629473584503e7], [5.582, 2.322376463529483e7], [5.952, 2.3450213720920127e7], [6.385, 2.367674602482155e7], [7.098, 2.367682903721996e7], [7.556, 2.3790050849064227e7], [7.963, 2.4016576598366372e7], [8.455, 2.4129918352225497e7], [9.115, 2.4356416533229854e7], [9.718, 2.44696949512979e7], [10.345, 2.4583039189425908e7], [11.045, 2.480951362964736e7], [12.273, 2.4809557944297247e7], [13.066, 2.4922802141216293e7], [13.834, 2.503613666165305e7], [15.195, 2.5149397123728573e7], [16.355, 2.526267357995201e7], [17.616, 2.5602512603569154e7], [18.552, 2.5602513874739923e7], [19.965, 2.5715852449952006e7], [21.63, 2.5829078699400105e7], [22.905, 2.582910310440642e7], [24.448, 2.5942369555698298e7], [26.196, 2.6168896924965195e7], [28.59, 2.6395413165057078e7], [30.215, 2.650872181953733e7], [32.526, 2.650872618197265e7], [34.555, 2.673524810103721e7], [36.751, 2.6735248419261232e7], [39.49, 2.6961800574738e7], [42.151, 2.696180358910288e7], [44.994, 2.696184030262654e7], [47.595, 2.696184251540278e7], [50.779, 2.6961845852167938e7], [53.054, 2.71883574108741e7], [55.397, 2.71883574108741e7], [58.741, 2.730164019137746e7], [62.099, 2.7301688707792483e7], [65.657, 2.752819702751356e7], [68.315, 2.752825013881557e7], [71.944, 2.7641527667033248e7], [76.68, 2.7754749501214348e7], [81.012, 2.775474950121435e7], [84.877, 2.7754753863649663e7], [90.176, 2.775475386364967e7], [95.038, 2.786802232235614e7], [98.836, 2.7868032281717714e7], [102.672, 2.7981304124158986e7], [106.032, 2.7981305230754722e7], [109.135, 2.798131069978577e7], [113.303, 2.798142869091076e7], [118.135, 2.809458364882277e7], [122.552, 2.8094583648822773e7], [126.47, 2.80945847554185e7], [129.659, 2.8094633563927133e7], [134.557, 2.820786061274571e7], [138.845, 2.820786206689082e7], [143.361, 2.832114048495887e7], [147.8, 2.8321140484958775e7], [152.957, 2.832114048495887e7], [157.241, 2.8321140832508244e7], [162.054, 2.843441890302692e7], [167.322, 2.843442000962266e7], [173.634, 2.843442326546224e7], [178.795, 2.8434463782681797e7], [183.175, 2.8434465880477265e7], [188.654, 2.8547696214499235e7], [194.559, 2.8547697321094885e7], [199.754, 2.854769732109497e7], [204.629, 2.854770445642047e7], [209.834, 2.8547735086970966e7], [214.766, 2.8547738155579247e7], [220.292, 2.8661006935461845e7], [225.55, 2.8661011840526972e7], [232.301, 2.866101892268621e7], [237.36, 2.8661018935414888e7], [243.634, 2.8661022909195293e7], [250.963, 2.877424966690054e7], [257.411, 2.8774254157231066e7], [265.176, 2.8774254157231074e7], [271.495, 2.8774258172117025e7], [277.23, 2.8774292115939047e7], [285.342, 2.8774300018046346e7], [290.959, 2.8887531468703393e7], [296.836, 2.888753257529912e7], [302.76, 2.888753292284849e7], [310.651, 2.8887547040097345e7], [317.678, 2.8887570534007087e7], [328.037, 2.888757236630481e7], [339.427, 2.888757236630482e7], [348.032, 2.8887572864511974e7], [357.01, 2.8887574409900658e7], [364.548, 2.888757686238088e7], [374.302, 2.8887580485275906e7], [383.347, 2.8887579549424727e7], [390.769, 2.9000806503036637e7], [400.87, 2.900080953922207e7], [409.724, 2.900081064581759e7], [418.407, 2.9000810993367173e7], [427.793, 2.9000847212779976e7], [436.239, 2.900084895207515e7], [444.598, 2.9000847345573243e7], [452.16, 2.900084895207515e7], [463.383, 2.900085207251471e7], [477.037, 2.9000854139994044e7], [485.679, 2.9114087579137504e7], [493.846, 2.911408792668688e7], [504.892, 2.911413285868242e7], [516.289, 2.922736564965618e7], [528.533, 2.9227365997205555e7], [536.888, 2.922736594065018e7], [549.293, 2.9227365997205555e7], [559.661, 2.9227365997205555e7], [569.155, 2.9227365997205555e7], [585.796, 2.922736634475493e7], [596.821, 2.922736890549577e7], [609.758, 2.9227406934598822e7], [622.527, 2.922740727295959e7], [636.938, 2.922741067677959e7], [648.94, 2.9227411368770573e7], [658.155, 2.9227411557953164e7], [669.245, 2.9340640272492453e7], [681.845, 2.9340644067724228e7], [695.3, 2.934064441527361e7], [704.308, 2.9340644415273614e7], [718.23, 2.934064441527361e7], [728.149, 2.9340644415273607e7], [742.649, 2.934064441527361e7], [755.357, 2.9340644415273603e7], [771.781, 2.9340644415273607e7], [791.124, 2.9340644762822986e7], [799.93, 2.9340644762822982e7], [811.588, 2.9340644762822982e7], [827.419, 2.9340645521869335e7], [842.63, 2.9340645521869343e7], [856.602, 2.9340669057182938e7], [871.479, 2.934067882571162e7], [886.771, 2.934068404587018e7], [900.69, 2.9340683858729925e7], [919.587, 2.9340685691027645e7], [933.515, 2.9340685691027645e7], [950.711, 2.9340689041420173e7], [966.971, 2.9340689094847642e7]]"
y_pb,[[34.0 27.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 12.0 6.0 11.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 23.0 14.0 -0.0 -0.0 -0.0 -0.0 -0.0;;;]]
x_bb,"[61.0, 29.0, -0.0, 37.0]"
x_box,"[39.0, 48.0, 0.0, 40.0]"
