first,second
partition_bb,"[[[0.0, 0.0, 1.0, 6.0, 19.0, 19.0, 29.0, 32.0, 33.0, 37.0, 38.0, 33.0, 29.0, 0.0, 0.0], [28.0, 13.0, 7.0, 2.0, 11.0, 14.0, 25.0, 28.0, 28.0, 32.0, 33.0, 33.0, 29.0, 0.0, 6.0], [0.0, 0.0, 1.0, 6.0, 16.0, 19.0, 29.0, 32.0, 33.0, 37.0, 38.0, 20.0, 16.0, 7.0, 13.0], [0.0, 0.0, 1.0, 6.0, 18.0, 26.0, 29.0, 32.0, 33.0, 37.0, 38.0, 33.0, 29.0, 6.0, 0.0], [11.0, 17.0, 11.0, 6.0, 13.0, 16.0, 26.0, 29.0, 30.0, 34.0, 33.0, 33.0, 29.0, 0.0, 0.0], [0.0, 0.0, 0.0, 5.0, 18.0, 18.0, 28.0, 31.0, 32.0, 36.0, 37.0, 19.0, 15.0, 10.0, 16.0], [0.0, 0.0, 6.0, 6.0, 19.0, 27.0, 29.0, 32.0, 33.0, 34.0, 35.0, 33.0, 29.0, 0.0, 6.0]], [[28.0, 17.0, 11.0, 6.0, 19.0, 27.0, 22.0, 25.0, 26.0, 30.0, 31.0, 13.0, 9.0, 10.0, 16.0], [16.0, 0.0, 1.0, 6.0, 19.0, 27.0, 29.0, 27.0, 28.0, 24.0, 23.0, 33.0, 29.0, 10.0, 16.0], [1.0, 17.0, 11.0, 6.0, 19.0, 18.0, 29.0, 32.0, 32.0, 30.0, 31.0, 33.0, 29.0, 0.0, 0.0], [4.0, 0.0, 1.0, 6.0, 14.0, 17.0, 29.0, 31.0, 31.0, 33.0, 34.0, 33.0, 29.0, 10.0, 16.0]]]"
y_bb,[28.0 17.0 11.0 6.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 0.0 -0.0 0.0 19.0 27.0 29.0 32.0 31.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 33.0 29.0 0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 10.0 16.0;;; -0.0 -0.0 11.0 0.0 -0.0 8.0 -0.0 9.0 0.0 -0.0 34.0 0.0 -0.0 -0.0 -0.0; 28.0 17.0 -0.0 6.0 0.0 19.0 -0.0 -0.0 32.0 -0.0 -0.0 33.0 3.0 -0.0 -0.0; 0.0 0.0 -0.0 -0.0 -0.0 -0.0 29.0 23.0 -0.0 -0.0 -0.0 -0.0 -0.0 10.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 26.0 -0.0 -0.0]
y_pb,[[28.0 17.0 11.0 6.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 19.0 27.0 28.999999999999996 32.0 31.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 33.0 28.999999999999996 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 10.0 16.0;;;]]
s_box,[-0.0 -0.0; -0.0 17.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; 2.0 -0.0; 37.0 -0.0; 38.0 38.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0]
x_pb,"[62.0, 138.0, 62.0, 26.0]"
y_box,[28.0 17.0 11.0 6.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 19.0 27.0 29.0 32.0 31.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 33.0 29.0 0.0 -0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 10.0 16.0;;; 28.0 -0.0 -0.0 -0.0 5.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 29.0 -0.0 -0.0; -0.0 -0.0 -0.0 6.0 11.0 19.0 4.0 6.0 33.0 37.0 -0.0 -0.0 22.0 -0.0 -0.0; -0.0 -0.0 11.0 6.0 -0.0 -0.0 25.0 -0.0 -0.0 -0.0 0.0 20.0 -0.0 -0.0 0.0; -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 26.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0]
ξ_box,[28.0 28.0; 17.0 12.0; 11.0 6.0; 6.0 6.0; 19.0 16.0; 27.0 19.0; 29.0 29.0; 32.0 32.0; 33.0 33.0; 37.0 37.0; 38.0 38.0; 33.0 20.0; 29.0 16.0; 10.0 0.0; 16.0 0.0]
s_bb,[0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 19.0; -0.0 -0.0; -0.0 -0.0; 0.0 -0.0; 2.0 -0.0; 37.0 33.0; 38.0 -0.0; -0.0 -0.0; -0.0 -0.0; -0.0 0.0; 0.0 16.0]
x_bb,"[62.0, 138.0, 62.0, 26.0]"
x_box,"[62.0, 138.0, 62.0, 26.0]"
